inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,class
45686,380,27535,2021-03-17 21:23:25,2021-04-0712:14:51,,0,8
79390,359,44330,2021-03-22 18:26:31,2021-04-2915:44:02,,0,13
8753,121,4936,2022-05-05 14:09:06,2022-05-0718:09:52,,0,1
24412,1085,14471,2023-11-03 18:44:08,2023-11-0321:49:58,,0,5
29085,365,17763,2023-09-25 12:50:47,2023-09-2819:44:22,,0,6
5475,1225,3027,2024-05-18 17:36:44,2024-06-2017:01:36,,0,1
572,548,316,2024-10-31 16:53:28,,2024-11-2618:35:54,1,0
47477,352,28456,2021-05-25 18:14:22,2021-07-1312:55:40,2021-06-2021:38:58,1,8
101877,1314,57797,2024-10-22 10:29:59,,2024-12-1909:54:05,2,19
92619,352,51972,2022-03-08 14:12:03,2022-05-0210:40:44,2022-04-0210:31:02,1,18
63641,504,35531,2023-03-01 21:55:01,2023-03-0321:32:07,,0,9
67611,645,38196,2024-12-11 18:19:02,,,0,10
97317,1304,54705,2022-08-16 09:07:52,2022-11-1211:13:06,2024-12-2009:56:01,2,18
23444,316,13884,2024-04-15 18:13:03,2024-06-2020:45:26,2024-05-1411:51:09,1,5
102364,402,58158,2020-10-17 09:35:31,2020-12-1617:39:10,2020-12-1419:45:12,2,21
97872,352,55014,2021-10-12 18:13:45,2021-12-0920:48:15,2021-11-0509:03:13,1,18
14059,432,8030,2022-05-04 14:22:20,2022-05-1818:03:51,,0,3
21210,1299,12534,2021-07-21 09:07:46,2021-09-2817:10:11,,0,3
48404,502,28555,2022-11-20 21:52:53,2022-12-1411:33:04,,0,8
21113,1379,12456,2023-12-13 12:52:53,2023-12-2111:52:03,,0,3
72658,1057,41458,2024-01-12 17:44:08,2024-04-0110:38:52,,0,13
46894,11,28224,2021-08-28 10:40:51,2021-10-2514:41:48,2021-09-2513:27:15,1,8
99278,1106,55947,2022-11-05 09:18:11,2022-11-1618:31:11,,0,18
81501,1170,45406,2024-12-05 17:52:23,2024-12-1122:01:06,,0,13
101130,336,57246,2022-05-10 21:41:35,2022-06-0514:55:16,,0,18
91979,1163,51708,2024-02-28 14:02:47,2024-04-0213:33:59,,0,18
1275,1319,641,2021-01-19 10:16:54,2021-04-2615:39:39,2021-04-1919:58:54,2,1
11596,1431,6200,2024-10-26 10:02:28,2024-12-0113:02:15,,0,2
17066,1331,9675,2023-11-10 16:42:00,2024-01-3013:20:04,2024-01-0315:04:02,2,3
67003,455,37881,2022-08-04 12:13:41,2022-08-1516:27:35,,0,10
19961,1331,11689,2024-10-13 13:46:15,2024-10-1319:41:42,,0,3
30329,1,18696,2021-06-08 21:55:45,2021-06-3010:37:22,,0,6
55668,1150,31562,2023-11-05 20:48:03,2024-02-2612:59:50,2023-12-2821:01:34,2,8
96772,1342,54375,2024-08-26 09:17:41,2024-11-2712:23:42,2024-10-2309:31:19,2,18
72461,222,41479,2022-08-26 17:42:21,2022-08-3120:26:14,,0,13
37748,365,23780,2024-05-26 17:17:52,2024-05-2617:22:11,,0,8
40214,298,25091,2021-05-03 17:53:21,2021-05-3020:10:32,,0,8
96891,1075,54433,2022-11-21 17:42:43,2022-11-2221:16:04,,0,18
74205,194,42160,2023-02-24 18:21:40,2023-05-2215:45:39,2023-04-1823:52:53,2,13
54086,402,31138,2023-09-22 11:02:28,2023-12-1917:30:18,2023-11-1420:54:45,2,8
20565,1331,12107,2024-02-29 17:06:55,2024-03-0421:40:49,,0,3
70205,1085,40013,2024-12-14 10:46:26,2024-12-1418:03:05,,0,10
83746,916,46790,2021-05-03 08:30:02,2021-05-2617:51:44,,0,16
60457,547,33567,2023-05-11 09:30:59,2023-06-0317:57:43,,0,9
69439,926,39467,2021-04-08 11:08:36,2021-06-1615:44:21,2021-06-0710:06:38,2,10
25307,962,15105,2020-12-22 17:53:35,2021-01-1515:11:06,,0,5
63125,943,35221,2020-09-20 16:50:47,2020-09-2514:35:09,,0,9
59354,877,32993,2021-06-21 21:33:09,2021-10-0808:45:10,2021-07-1720:57:41,1,8
90636,33,50884,2021-12-26 16:43:46,2022-04-1010:31:07,2022-05-0100:13:28,1,18
5528,1212,3045,2024-06-17 15:25:08,2024-09-2308:53:48,2024-08-2519:06:44,1,1
37424,75,23545,2022-04-10 16:22:03,2022-06-2414:25:05,2022-05-3109:18:47,2,8
62943,247,35086,2020-08-23 12:33:32,2020-10-0818:46:52,2020-09-1410:59:56,1,9
64808,1269,36425,2022-01-18 11:55:48,2022-02-1521:53:21,,0,9
77905,353,43664,2023-06-12 13:33:13,2023-06-1216:20:09,,0,13
26813,1085,16243,2024-03-18 08:47:47,2024-03-1821:53:16,,0,5
2747,846,1609,2022-01-07 18:57:12,2022-03-1716:10:20,2022-02-1617:58:52,1,1
24240,776,14404,2020-11-06 08:55:27,2020-11-1811:59:52,,0,5
36458,311,23017,2022-09-08 09:22:31,2022-09-1908:44:28,,0,8
2189,872,1271,2021-06-17 17:55:23,2021-08-0119:08:18,2021-07-1610:18:47,1,1
56328,536,31679,2022-08-30 19:37:09,2022-09-0510:20:41,,0,8
47191,114,28421,2021-04-25 15:58:39,2021-06-0117:11:37,,0,8
64720,354,36355,2022-10-20 21:31:08,2022-11-2820:59:06,,0,9
42579,713,24364,2023-09-26 13:36:39,2023-10-0913:34:28,,0,8
79859,45,44575,2022-04-28 10:03:45,2022-05-2915:16:57,2022-03-1719:00:41,0,13
52932,287,30553,2023-03-21 08:31:02,2023-04-2021:24:41,,0,8
100328,114,56687,2022-01-17 12:34:39,2022-08-1010:53:24,2022-03-2211:54:21,2,18
30514,357,18864,2023-06-14 17:35:20,2023-06-1611:46:01,,0,7
1,270,1,2022-03-14 18:37:40,2022-03-1418:37:54,,0,0
34554,883,21698,2021-01-19 14:15:06,2021-01-2514:10:56,,0,8
94714,271,53227,2022-06-09 17:53:09,2022-06-2220:45:52,,0,18
99233,1106,55915,2023-06-05 17:04:52,2023-08-1708:21:27,,0,18
80035,896,44667,2022-11-16 08:13:18,2023-02-2511:05:11,,0,13
26584,846,16050,2022-02-17 16:57:11,2022-04-1715:49:01,2022-03-1717:43:43,1,5
52155,433,30267,2024-11-17 17:18:06,2024-12-1817:48:49,,0,8
31361,1106,19470,2023-09-23 15:43:02,2023-10-2918:00:04,,0,7
47085,23,28330,2020-11-18 19:58:50,2020-12-1320:50:57,,0,8
24390,1006,14416,2023-12-23 12:29:03,2024-03-0211:47:23,2024-02-2120:05:00,1,5
97332,1304,54705,2024-03-14 20:15:19,2024-06-1611:06:46,2024-12-2009:56:01,2,18
52225,309,30303,2021-03-13 18:00:44,2021-05-0210:05:59,,0,8
29163,547,17819,2022-10-06 11:09:24,2022-11-0114:54:08,,0,6
65598,416,36987,2022-09-23 16:30:26,2022-10-2810:58:59,2022-10-2200:07:49,1,9
50593,1189,29709,2024-10-15 19:08:58,2024-10-2714:17:47,,0,8
93151,1280,52254,2023-05-15 13:14:37,2023-09-2816:23:07,2023-06-1214:09:47,1,18
50987,472,29885,2023-03-20 21:22:13,2023-05-2019:37:35,2023-04-1122:53:19,1,8
99054,343,55803,2023-06-01 18:22:11,2023-06-0914:38:33,,0,18
102472,14,58233,2021-10-25 15:18:11,2021-12-0413:37:28,,0,21
35208,489,22092,2024-12-12 20:53:17,,,0,8
43423,744,26255,2024-09-18 09:08:23,2024-09-3016:22:12,,0,8
71285,318,40749,2023-05-28 17:24:01,2023-09-1418:24:45,2023-08-2612:05:30,2,11
48079,318,28957,2023-05-08 19:38:44,2023-06-1910:04:39,2023-06-0508:37:43,1,8
31457,365,19531,2024-05-29 16:07:58,2024-05-2916:12:16,,0,7
31505,266,19567,2021-12-31 14:04:09,2022-02-1513:37:50,,0,7
9016,469,5124,2024-01-08 19:59:23,2024-03-0620:31:39,,0,1
39786,769,24568,2021-04-08 09:28:16,2021-04-1118:13:27,,0,8
83766,186,46836,2021-04-26 11:58:48,2021-04-2910:56:32,2024-12-2416:28:45,0,16
10710,1173,6064,2024-05-03 19:13:01,2024-06-3020:04:56,2024-06-0110:17:46,1,2
21231,1331,12546,2021-06-04 13:58:23,2021-06-0518:53:19,,0,3
39011,28,24369,2020-09-27 09:14:56,2020-10-0108:43:24,,0,8
9635,260,5554,2021-04-10 21:41:27,2021-06-1014:05:59,2021-05-1021:50:16,1,1
31138,114,19293,2020-09-29 11:44:08,2020-11-1216:01:35,,0,7
44997,311,26965,2022-06-04 14:35:05,2022-06-1920:42:07,,0,8
46126,628,27801,2023-09-20 17:00:14,2023-09-2517:33:38,,0,8
95284,838,52979,2021-05-30 19:06:03,2021-11-2220:37:19,2021-10-1223:18:42,2,18
26083,1375,15649,2024-05-31 16:53:29,2024-10-2514:21:03,2024-09-1517:28:52,2,5
65231,1224,36740,2024-09-12 17:58:18,2024-10-1016:55:24,2024-10-0912:39:58,1,9
65415,677,36831,2023-11-24 21:37:28,2024-01-1716:40:43,,0,9
7390,958,4069,2021-03-04 19:42:03,2021-03-1118:26:42,,0,1
36759,72,23145,2021-10-10 14:58:03,2021-10-1417:04:02,2022-04-0816:33:42,0,8
45024,633,27024,2023-09-24 11:54:57,2023-10-1416:11:03,,0,8
14967,1186,8606,2023-11-08 13:28:56,2023-11-1218:32:22,,0,3
31307,365,19432,2024-05-29 17:54:36,2024-05-2917:56:19,,0,7
89504,912,50292,2021-01-25 14:59:12,2021-04-2312:38:33,2021-03-1809:24:36,1,18
90247,1150,50670,2024-02-18 14:26:10,2024-02-2209:43:46,,0,18
37929,365,23906,2022-03-01 21:55:46,2022-03-1810:04:15,,0,8
35371,1320,22199,2020-08-28 14:51:02,2020-10-2721:20:58,2020-09-2112:32:04,1,8
100071,960,56545,2021-05-09 11:59:45,2021-06-2817:57:53,2021-06-0622:49:58,1,18
55415,827,30971,2021-04-25 12:57:41,2021-05-1912:06:54,,0,8
91667,360,51508,2023-06-08 17:56:34,2023-06-1616:03:26,,0,18
11703,958,6316,2020-12-04 13:52:56,2021-01-2016:36:26,2021-01-0223:51:36,1,2
40152,234,24493,2023-05-20 19:23:36,2023-05-2410:24:52,,0,8
94858,636,52767,2023-11-26 19:12:41,2024-06-2012:59:31,2024-02-2522:15:45,2,18
40313,311,25100,2022-09-02 09:56:11,2022-09-1908:42:13,,0,8
54971,1043,30668,2023-10-25 11:45:35,2023-12-2216:35:49,2023-11-2310:03:02,1,8
28149,1094,17139,2024-06-03 19:50:21,2024-10-2218:54:01,2024-09-2113:14:26,2,6
77643,9,43525,2022-05-04 21:41:28,2022-05-2514:45:05,,0,13
82139,1128,45699,2024-12-10 11:51:12,2024-12-2718:36:10,,0,13
27193,110,16527,2021-05-21 21:05:42,2021-06-0316:10:48,,0,5
72130,669,41285,2023-05-29 21:57:37,2023-06-0516:32:03,,0,13
67117,726,37960,2024-03-10 16:39:10,2024-04-1612:44:41,2024-04-0708:47:48,1,10
1952,824,1142,2020-10-18 10:59:27,2020-12-1316:31:16,2020-11-1211:47:33,1,1
18892,1331,11020,2023-09-05 10:15:51,2023-09-2419:58:07,,0,3
71112,1251,40583,2024-12-02 19:27:09,,,0,10
82049,399,45658,2024-02-25 13:55:21,2024-05-2316:02:10,2024-04-2210:14:31,2,13
18776,1377,10960,2023-06-03 11:48:32,2023-08-2909:08:04,,0,3
98491,1399,55442,2024-10-23 14:07:13,2024-11-2214:35:44,,0,18
60523,365,33601,2024-06-13 19:54:54,2024-06-1319:56:16,,0,9
64349,200,36067,2021-07-15 14:52:34,2021-08-2713:44:23,2024-02-2509:00:23,0,9
79446,699,44363,2024-02-20 17:04:57,2024-03-1115:45:36,,0,13
59191,1140,33003,2024-03-04 20:10:51,2024-04-0117:48:38,2024-04-0109:44:03,1,8
16898,1299,9644,2021-09-14 09:29:03,2021-09-2816:49:40,,0,3
70806,492,40340,2024-05-23 20:27:10,2024-05-2421:49:58,,0,10
41179,502,25383,2022-01-02 21:06:33,2022-02-1814:19:08,,0,8
100557,1361,56871,2024-05-05 11:42:50,2024-09-2419:20:29,2024-11-2112:56:15,2,18
67919,1013,38403,2023-03-02 11:41:32,2023-04-0717:07:12,2023-03-2708:45:37,1,10
23829,1086,14108,2023-05-06 20:20:13,2023-05-1611:02:02,,0,5
57232,83,32199,2020-12-31 20:53:34,2021-01-0318:21:24,,0,8
78488,45,43940,2021-02-28 10:27:10,2021-03-1308:23:50,2022-03-1719:00:05,0,13
11612,858,6542,2020-09-09 16:12:30,2020-12-1619:51:23,2020-11-0221:54:25,2,2
74607,378,42366,2022-02-13 11:49:48,2022-05-1418:10:06,2023-08-2600:46:27,1,13
13359,943,7601,2022-04-14 16:59:56,2022-06-1417:39:34,2022-05-0608:39:16,1,3
56313,515,31716,2022-09-21 19:28:17,2023-04-1119:13:10,2022-10-2117:38:48,1,8
22377,1085,13305,2023-10-30 14:40:31,2023-10-3021:31:31,,0,4
12532,223,7058,2022-03-20 11:10:23,2022-05-2108:38:23,,0,2
88587,466,49774,2024-06-18 19:32:58,,2024-08-2415:26:29,1,18
66933,726,37821,2024-03-20 18:03:24,2024-03-3116:40:27,,0,10
76389,194,42972,2023-12-28 20:27:58,2024-04-2419:30:48,2024-03-1712:03:54,2,13
102733,365,58423,2024-05-17 18:36:54,2024-05-1721:01:45,,0,22
83131,96,46347,2023-03-28 17:22:13,2023-04-2718:39:09,,0,14
24825,1085,14762,2024-03-18 08:47:34,2024-03-1821:53:25,,0,5
38062,560,23966,2024-04-25 10:35:06,2024-06-2409:03:18,2024-05-2514:06:45,1,8
2180,872,1266,2021-03-16 08:05:48,2021-06-1508:34:40,2021-05-0819:42:34,2,1
69432,1377,39439,2022-09-01 15:42:40,2022-10-0412:53:31,,0,10
95302,843,53493,2021-11-24 10:59:48,2022-02-2017:42:30,2021-12-2415:57:39,1,18
74174,318,42191,2022-03-09 18:36:26,2022-06-0718:22:03,2022-05-0219:46:31,2,13
67383,540,38062,2023-04-14 13:31:42,2023-05-2915:20:19,2023-05-0422:28:25,1,10
75576,313,42639,2022-03-05 13:04:28,2022-05-0620:46:46,2022-03-2811:08:17,1,13
36108,675,22730,2024-03-14 14:40:26,2024-04-0913:49:41,,0,8
23218,387,13730,2023-03-09 16:30:50,2023-06-2021:03:36,2023-04-2915:43:51,2,5
99976,1018,56489,2023-08-24 19:50:45,2023-09-2418:32:05,,0,18
93407,665,52436,2023-04-28 19:34:43,2023-04-2911:51:11,,0,18
10455,504,6054,2023-12-05 21:26:01,2023-12-1614:22:49,,0,2
76584,313,43053,2022-06-26 16:46:28,2022-07-2812:04:27,,0,13
65632,247,37019,2020-08-21 20:56:01,2020-08-2618:07:30,,0,9
97765,99,54945,2020-11-24 17:56:12,2020-12-1217:34:13,,0,18
38233,396,24066,2023-03-30 18:30:10,2023-05-2020:00:14,2023-04-2314:11:45,1,8
29466,991,18041,2022-06-15 21:48:15,2022-06-1709:08:21,,0,6
34233,963,21497,2020-11-09 17:12:27,2021-01-1516:51:10,2021-01-0622:35:05,2,8
62106,447,34532,2024-04-27 14:27:17,2024-05-1117:33:42,,0,9
78542,336,43874,2022-12-11 16:24:25,2023-02-2318:39:30,,0,13
13109,283,7448,2022-02-15 16:43:12,2022-05-0112:51:24,2022-04-1214:55:43,2,2
83207,336,46408,2022-06-29 19:45:43,2022-08-0810:29:05,,0,14
13357,943,7602,2022-04-14 10:54:33,2022-04-2020:03:14,,0,3
65254,357,36755,2023-11-19 15:08:33,2023-11-1915:08:49,,0,9
15434,1308,8958,2020-08-28 14:51:44,2020-10-2917:56:08,2020-09-1910:16:39,1,3
45433,8,27360,2021-07-16 18:55:11,2021-08-2514:28:21,2024-03-1915:19:52,0,8
18882,1331,10932,2020-09-21 11:56:02,2020-09-3012:25:11,,0,3
51583,307,30048,2021-10-17 16:33:35,2022-02-1511:26:24,2021-12-1308:44:02,2,8
48859,515,28570,2022-01-07 20:26:50,2022-03-0118:14:05,,0,8
102460,605,58221,2024-06-07 13:30:54,2024-06-0713:30:58,,0,21
12303,950,6903,2021-09-28 09:00:35,2021-10-2908:37:20,,0,2
806,916,476,2021-04-23 19:34:25,2021-04-2919:26:00,,0,1
15353,450,8905,2022-03-15 20:48:34,2022-05-1621:10:45,2022-04-0716:58:01,1,3
77574,1278,43481,2022-05-02 11:37:06,2023-03-0314:49:24,2022-06-2113:53:09,2,13
73831,313,42061,2023-10-24 10:55:37,2023-11-2609:34:54,,0,13
81379,119,45350,2020-09-28 17:58:56,2021-01-2221:33:12,,0,13
65894,862,37141,2020-10-10 19:28:19,2020-10-2817:28:57,,0,10
69290,32,39368,2020-11-25 13:50:45,2020-11-2819:38:50,,0,10
52976,664,30581,2023-12-14 13:35:19,2024-03-2118:39:46,2024-02-2312:54:13,2,8
27781,958,16878,2021-04-01 21:18:19,2021-05-0817:46:11,2021-04-2810:30:25,1,5
43066,1119,25126,2023-09-17 19:37:54,2023-10-1712:37:36,,0,8
56786,877,31601,2021-06-21 09:26:00,2021-10-0914:04:04,2021-07-1720:57:38,1,8
31459,37,19533,2020-10-19 16:38:54,2020-10-2615:44:43,,0,7
53745,200,31019,2020-09-28 11:04:13,2020-10-0917:46:09,2022-02-1418:08:00,0,8
66447,551,37521,2024-06-16 21:40:14,2024-06-1821:51:32,,0,10
80043,1310,44676,2020-11-27 19:23:53,2021-03-2310:01:28,2021-01-2213:10:14,2,13
72907,465,41666,2023-03-16 21:58:58,2023-06-0814:24:57,2023-04-1517:54:14,1,13
59293,843,33037,2020-09-24 14:22:16,2020-10-2117:11:36,,0,8
17970,858,10465,2020-10-13 13:38:12,2020-10-2018:05:20,,0,3
44438,963,24443,2020-09-16 18:09:36,2020-09-2717:02:15,,0,8
78403,1331,43872,2021-10-14 13:25:23,2021-11-0711:46:23,,0,13
28350,792,17259,2020-11-27 21:23:11,2021-03-0810:10:46,2021-01-2121:53:00,2,6
48254,420,28311,2021-01-12 12:18:03,2021-04-1616:56:35,2021-03-1521:53:59,1,8
24525,58,14514,2022-04-06 13:02:08,2022-05-0218:27:50,,0,5
49860,1140,28307,2024-09-13 11:04:09,2024-10-0416:47:20,,0,8
83161,1106,46366,2024-11-04 15:24:02,2024-12-0919:37:35,,0,14
92009,1201,51490,2024-01-13 16:27:54,2024-04-2418:50:47,2024-03-2510:14:49,2,18
97969,1043,55081,2024-03-26 21:10:08,2024-06-0211:22:02,2024-05-2506:36:01,2,18
45787,432,27375,2022-05-23 11:50:44,2022-06-1019:28:22,,0,8
61329,345,34105,2023-02-20 17:05:26,2023-03-1916:23:19,,0,9
65250,139,36752,2023-06-01 20:58:29,2023-06-2009:00:38,2024-12-1712:44:51,0,9
60752,445,33757,2022-05-08 21:54:50,2022-06-1317:00:38,,0,9
2424,284,1424,2021-12-15 17:38:15,2022-01-0210:52:32,2023-03-1614:16:46,1,1
73590,384,41876,2024-03-07 17:30:34,2024-04-0817:07:12,2024-06-0721:09:03,2,13
29684,641,18219,2022-10-22 14:32:58,2022-10-2219:55:20,,0,6
61204,954,34037,2020-10-10 17:11:07,2020-10-1221:08:30,,0,9
6068,284,3380,2024-02-28 10:00:43,2024-04-1516:11:01,2024-06-2307:12:06,0,1
34895,199,21913,2020-12-06 17:04:42,2021-01-0108:31:41,,0,8
53851,266,31051,2022-06-25 19:52:26,2022-09-0313:25:03,,0,8
90865,159,51070,2022-06-08 09:45:36,2022-06-1718:53:01,2024-12-1019:06:06,0,18
50868,399,29841,2024-01-04 10:15:25,2024-04-0117:52:36,2024-03-2420:58:21,2,8
43532,1138,25058,2024-03-14 17:42:13,2024-05-0811:39:26,2024-04-1116:05:51,1,8
8394,1094,4721,2024-01-09 19:07:07,2024-05-0318:11:01,2024-03-1622:38:35,2,1
57224,83,32132,2022-02-20 13:24:52,2022-04-1617:31:58,2022-03-1916:14:36,1,8
89992,189,50555,2021-07-02 11:02:37,2021-08-0516:11:10,,0,18
61852,62,34367,2020-09-12 19:33:53,2020-09-1319:39:22,,0,9
25015,934,14900,2022-07-01 09:38:35,2022-09-1115:10:08,,0,5
51675,504,30050,2023-02-28 18:07:07,2023-04-1209:31:45,2023-03-2116:59:24,1,8
28940,1372,17654,2022-09-29 09:34:44,2022-10-3019:13:34,,0,6
88896,384,49984,2023-08-31 08:31:34,2023-09-2508:45:57,2024-10-1908:37:06,2,18
75945,378,42753,2021-05-31 21:52:02,2021-08-1415:32:30,2021-07-2211:23:47,2,13
2596,872,1510,2020-10-22 13:38:54,2020-10-3015:51:39,,0,1
92860,1322,52115,2021-12-23 11:14:00,2022-05-2009:48:07,2022-03-2008:54:45,2,18
82221,297,45748,2020-12-18 15:23:32,2020-12-2316:43:21,,0,13
13371,1331,7602,2022-02-24 08:31:13,2022-02-2520:23:46,,0,3
12115,1014,6822,2024-04-27 18:34:54,2024-06-2521:18:39,2024-05-2510:29:25,1,2
78053,1085,43721,2024-03-11 14:31:09,2024-03-1217:02:01,,0,13
1650,943,930,2021-05-17 15:59:19,2021-11-2615:48:31,2021-10-1007:24:26,1,1
4689,944,2342,2021-04-14 16:50:00,2021-05-2718:06:59,2021-05-0811:46:06,1,1
96472,747,54210,2024-11-14 21:35:52,,2024-12-1117:05:16,1,18
28345,954,17256,2021-07-13 11:38:24,2021-10-1010:59:32,,0,6
6387,943,3556,2021-04-16 11:33:42,2021-05-1715:48:24,,0,1
58965,1149,32798,2024-07-09 10:42:00,2024-10-2218:49:49,2024-09-2015:43:18,2,8
16679,1008,9758,2022-11-10 21:37:25,2022-12-1214:44:49,2022-12-0512:24:12,1,3
56772,827,31653,2021-01-05 19:31:10,2021-01-1117:20:43,,0,8
81547,759,45433,2021-06-08 09:48:44,2021-06-1912:15:03,,0,13
81203,201,45265,2021-07-25 15:45:58,2021-08-2618:50:15,2023-02-1909:53:43,0,13
68898,322,38956,2022-06-08 17:26:56,2022-06-1219:13:45,,0,10
19663,1299,11553,2022-06-20 10:49:59,2022-08-1518:12:57,2022-08-1518:10:14,1,3
20451,1250,11947,2024-11-10 21:53:08,2024-11-2409:49:09,,0,3
84905,1278,47595,2021-10-25 15:07:51,2022-05-0211:33:33,,0,18
79920,1158,44599,2024-03-15 09:55:51,2024-05-2616:39:11,2024-04-1015:09:20,1,13
32026,1368,19960,2023-04-02 20:53:35,2023-08-3015:10:09,2023-05-3115:13:38,2,7
53586,67,30939,2020-01-14 19:47:44,2020-08-2615:55:24,2023-03-2519:53:17,0,8
79337,822,44305,2021-07-26 13:33:01,2021-11-1621:28:47,2021-10-1823:48:42,1,13
53890,290,30716,2021-04-01 20:34:13,2021-04-0121:48:25,,0,8
15300,1018,8854,2023-04-26 16:28:01,2023-05-1813:46:36,,0,3
95569,1342,53629,2023-11-24 19:37:05,2024-02-1917:19:13,2023-12-2211:10:33,1,18
54186,465,31174,2022-01-18 16:57:58,2022-01-1920:53:59,,0,8
58262,821,32413,2021-01-22 19:07:30,2021-03-0111:44:55,,0,8
3728,1147,2026,2024-01-08 21:29:48,2024-01-2214:01:07,,0,1
38112,71,23995,2020-09-09 21:59:14,2020-10-1920:45:43,,0,8
42182,598,24846,2023-03-07 19:56:15,2023-04-0621:06:54,,0,8
40763,360,24434,2021-07-06 13:40:56,2021-07-1312:19:06,,0,8
63650,504,35496,2024-04-23 19:32:45,2024-06-0117:33:41,,0,9
65374,357,36834,2023-10-20 08:30:36,2023-11-1909:04:37,,0,9
21343,1331,12631,2021-03-28 10:01:18,2021-03-2811:13:22,,0,3
24701,110,14657,2020-01-08 18:53:02,2020-01-1419:06:03,,0,5
84563,443,47374,2023-04-25 19:47:42,2023-06-1211:54:25,2023-05-2311:13:10,1,18
94358,121,52873,2022-05-21 16:58:00,2022-06-1211:18:59,,0,18
49716,1370,28530,2023-12-11 18:04:09,2023-12-2012:34:40,,0,8
69304,597,39374,2023-09-27 15:13:34,2023-10-0815:42:35,,0,10
4329,548,2374,2023-03-22 14:40:56,2023-04-2914:50:14,2023-04-1609:10:29,1,1
52135,631,30262,2023-04-01 19:24:14,2023-04-0821:39:28,,0,8
40428,311,25190,2023-03-14 12:26:01,2023-03-1910:33:56,,0,8
69006,1072,39180,2024-05-28 11:50:09,2024-09-2318:17:54,2024-08-1909:29:28,2,10
88233,1235,49594,2024-12-24 21:13:24,,,0,18
33862,8,21262,2021-05-17 11:54:24,2021-05-2114:36:05,2024-03-1915:20:48,0,7
81326,409,45309,2022-06-15 17:38:40,2022-10-1413:53:16,2022-09-0717:23:22,2,13
56324,534,31833,2022-01-05 19:50:53,2022-02-1311:33:18,2022-02-0809:00:26,1,8
91254,466,51322,2023-06-16 11:54:48,2023-08-1716:54:55,,0,18
5591,954,2858,2021-05-26 10:48:15,2021-06-1218:33:54,,0,1
82288,930,45798,2021-01-22 10:44:49,2021-09-1812:59:06,2021-04-1310:25:07,2,13
10071,365,5842,2024-06-13 17:03:18,2024-06-1317:06:38,,0,2
40307,311,24775,2022-08-23 19:38:22,2022-08-2508:58:43,2023-06-1922:14:40,1,8
20551,1331,12100,2021-10-17 12:56:23,2021-10-2611:25:08,,0,3
73579,353,41931,2022-06-30 21:18:18,2022-10-2319:42:21,2022-09-2219:37:45,2,13
31364,1200,19465,2023-10-20 20:36:11,2024-01-0416:21:30,,0,7
41304,541,24400,2021-12-25 19:56:01,2022-01-0611:37:20,,0,8
67068,90,37921,2021-11-08 16:41:15,2021-11-0816:42:22,,0,10
3332,412,1981,2021-12-29 11:58:57,2022-01-0418:35:48,,0,1
86100,1428,48428,2024-04-10 17:50:57,2024-05-1319:36:40,,0,18
74956,664,42428,2022-09-23 20:01:45,2022-11-2418:08:22,2023-08-2613:32:04,1,13
10445,405,6049,2022-04-02 15:17:09,2022-04-2914:52:11,,0,2
101434,1018,57489,2022-02-20 16:31:11,2022-03-1813:31:23,,0,18
44795,737,26867,2024-09-13 20:22:47,2024-09-1820:55:34,,0,8
88166,1029,49561,2024-09-10 16:07:45,2024-10-2218:59:41,2024-10-0419:21:58,1,18
56632,634,31641,2024-10-21 16:10:30,2024-11-2421:00:27,2024-11-1512:13:57,1,8
8044,943,4424,2021-12-13 20:55:21,2022-03-1415:14:46,,0,1
100288,1290,56638,2021-07-12 20:22:26,2021-12-1716:38:46,2021-11-1612:22:12,2,18
85567,806,48051,2021-10-25 21:16:25,2022-03-0318:09:45,2022-03-2419:01:37,1,18
24556,337,14540,2021-08-09 21:05:52,2021-12-2118:05:39,2021-11-1419:57:33,2,5
35609,72,22449,2020-01-14 20:54:44,2020-08-2416:55:43,2022-11-1509:03:13,0,8
42631,726,25649,2024-01-18 16:45:24,2024-03-2013:05:22,2024-02-2417:50:43,1,8
99414,1308,56044,2022-05-28 12:05:18,2022-07-0808:27:41,2022-06-1817:22:47,1,18
51709,363,30060,2021-08-20 17:26:29,2021-08-2717:29:51,,0,8
75574,313,42603,2022-03-05 13:04:15,2022-05-0620:47:46,2022-03-2811:08:42,1,13
65109,30,36651,2021-10-08 20:07:34,2021-11-0516:50:05,2022-05-1513:05:07,0,9
47668,117,28441,2021-07-28 16:07:07,2021-08-2917:51:30,2021-08-2511:44:07,1,8
41690,453,24493,2023-11-20 21:35:13,2023-11-2521:56:06,,0,8
93651,1152,52471,2023-10-07 12:04:58,2023-12-0619:15:46,2023-10-3110:11:01,1,18
45588,311,27469,2024-06-04 18:22:59,2024-06-0520:29:51,,0,8
42634,726,25547,2023-10-27 20:46:17,2023-11-2118:34:20,,0,8
47894,273,28852,2021-04-18 20:52:00,2021-04-2316:27:58,,0,8
76668,1043,43086,2023-03-27 10:57:28,2023-05-2516:19:34,2023-05-2511:55:06,2,13
58689,701,32846,2023-10-14 17:20:30,2023-11-1819:23:39,2023-11-1320:46:10,1,8
32547,106,20328,2020-08-29 12:13:18,2020-09-2707:29:28,,0,7
56015,284,31734,2022-01-06 12:39:57,2022-01-0708:41:45,,0,8
